Feature,Class,Probability,MeanBeta
BA333,4,0.656,0.249001096697557
BA333,5,0.64,0.24172354096524978
BA333,6,0.658,0.2728989294332131
BA333,7,0.656,0.2732232084745578
BA333,8,0.62,0.22784776292689346
BA336,0,0.328,-0.26221102789155054
BA336,1,0.321,-0.2702451472722109
BA336,2,0.291,-0.3537084082013631
BA336,3,0.243,-0.4252827749694122
BA336,4,0.295,-0.321742461671516
BA336,5,0.382,-0.17359150743394652
BA336,6,0.415,-0.12352172660141698
BA336,7,0.427,-0.09762345695527784
BA336,8,0.947,1.0467662007615193
BA339,0,0.709,0.3581210804988522
BA339,1,0.726,0.38562600933627855
BA339,2,0.594,0.16459364671204102
BA339,3,0.521,0.051831796298420246
BA339,4,0.707,0.3768576114506356
BA339,5,0.764,0.5048982031598288
BA339,6,0.608,0.17635016361021597
BA339,7,0.633,0.1938995739134786
BA339,8,0.614,0.18452530109087611
BA340,0,0.652,0.2766301623681866
BA340,1,0.678,0.3029877452955681
BA340,2,0.669,0.29240371644005986
BA340,3,0.672,0.31124005385603803
BA340,4,0.645,0.26332029010923835
BA340,5,0.651,0.26348315507146447
BA340,6,0.676,0.2704633359527283
BA340,7,0.662,0.24780301268821256
BA340,8,0.682,0.2963798963774369
BA345,0,0.654,0.2606623642499849
BA345,1,0.67,0.30205052402493227
BA345,2,0.649,0.284778351103412
BA345,3,0.669,0.3003206517091976
BA345,4,0.644,0.24273973371744403
BA345,5,0.659,0.2695759426640476
BA345,6,0.663,0.26630787902102565
BA345,7,0.651,0.2612959593808252
BA345,8,0.673,0.2859695043885301
BA346,0,0.651,0.25324461495718065
BA346,1,0.662,0.29913173155121453
BA346,2,0.661,0.27883613722094974
BA346,3,0.655,0.2664984874225677
BA346,4,0.652,0.23313214402100996
BA346,5,0.671,0.25704211593307313
BA346,6,0.628,0.20756654768932026
BA346,7,0.672,0.27297169192062276
BA346,8,0.687,0.28663141369521977
BA352,0,0.669,0.2935309808966609
BA352,1,0.677,0.27956510572724924
BA352,2,0.676,0.29479023402167087
BA352,3,0.655,0.2523821670074086
BA352,4,0.648,0.276700834201683
BA352,5,0.676,0.2735073868093412
BA352,6,0.669,0.28378121734491957
BA352,7,0.67,0.2679203085795202
BA352,8,0.639,0.24284926698280287
BA353,0,0.653,0.25948207894813224
BA353,1,0.643,0.2449947022100492
BA353,2,0.685,0.3037139592462367
BA353,3,0.677,0.29810655433937633
BA353,4,0.653,0.24618973755338494
BA353,5,0.646,0.22887160864631945
BA353,6,0.672,0.2880727342113664
BA353,7,0.646,0.2584735088634509
BA353,8,0.646,0.2434127661435849
BA356,0,0.668,0.28382314853653845
BA356,1,0.682,0.2914891872269631
BA356,2,0.676,0.2871792648177888
BA356,3,0.681,0.284104607072942
BA356,4,0.668,0.2694828834734323
BA356,5,0.662,0.26642653028686425
BA356,6,0.649,0.26726239694138293
BA356,7,0.651,0.2513989035416076
BA356,8,0.678,0.28760158368350675
BA358,0,0.671,0.29622793681275056
BA358,1,0.693,0.3201498357438909
BA358,2,0.677,0.30248566095888124
BA358,3,0.675,0.2951899478376426
BA358,4,0.636,0.2650737613599197
BA358,5,0.67,0.2555910016450123
BA358,6,0.669,0.28115984577444614
BA358,7,0.656,0.2757595320131164
BA358,8,0.669,0.264001671871061
BA359,0,0.5,-0.025624561101219925
BA359,1,0.491,0.002659871579443736
BA359,2,0.458,-0.05588844413706071
BA359,3,0.656,0.23051835757012848
BA359,4,0.474,-0.040352731349473536
BA359,5,0.503,0.004901595885515536
BA359,6,0.489,-0.011161815365022618
BA359,7,0.486,-0.024545910456687917
BA359,8,0.409,-0.13985681453490484
BA362,0,0.532,0.05636694205094801
BA362,1,0.682,0.2994629294505179
BA362,2,0.506,-0.005511933940167015
BA362,3,0.599,0.15691657617135518
BA362,4,0.836,0.6163208166961222
BA362,5,0.847,0.649412017216327
BA362,6,0.599,0.17028311998437506
BA362,7,0.3,-0.34020912660533414
BA362,8,0.649,0.23404943606367706
BA366,0,0.475,-0.03238616098246977
BA366,1,0.481,-0.033638345826030217
BA366,2,0.496,0.0009129302359590998
BA366,3,0.508,0.01916772978936472
BA366,4,0.497,-0.0018004790968221855
BA366,5,0.52,0.018206304195025988
BA366,6,0.504,0.015120210264348061
BA366,7,0.47,-0.0404894791075984
BA366,8,0.549,0.07469214833940191
BA369,0,0.319,-0.28342151899279683
BA369,1,0.329,-0.25676499726737584
BA369,2,0.214,-0.4653837166664037
BA369,3,0.218,-0.4375156595853838
BA369,4,0.319,-0.2784426264555022
BA369,5,0.403,-0.15542014514601207
BA369,6,0.395,-0.1502763066131019
BA369,7,0.442,-0.08962692534168708
BA369,8,0.956,1.0879152712881384
BA373,0,0.693,0.27278223543013347
BA373,1,0.652,0.2680971615907575
BA373,2,0.665,0.26045316927307577
BA373,3,0.669,0.28316486551643694
BA373,4,0.634,0.2196846445998329
BA373,5,0.654,0.2724312637580784
BA373,6,0.665,0.29164581366230624
BA373,7,0.659,0.2738298886813577
BA373,8,0.657,0.271610016965671
BA378,0,0.677,0.288835662660925
BA378,1,0.686,0.3180135889998779
BA378,2,0.676,0.28813030606832035
BA378,3,0.646,0.25641197651003106
BA378,4,0.657,0.2454982651018626
BA378,5,0.65,0.2758735859401687
BA378,6,0.671,0.2741389098511143
BA378,7,0.637,0.23526010706178743
BA378,8,0.637,0.24611717414445328
BA380,0,0.651,0.22026353709357882
BA380,1,0.682,0.30316681696169817
BA380,2,0.728,0.3877358347232372
BA380,3,0.683,0.29653189480175896
BA380,4,0.627,0.21432727427835294
BA380,5,0.613,0.1775095138455002
BA380,6,0.699,0.29825381764983516
BA380,7,0.718,0.3518171180890471
BA380,8,0.65,0.23493657380756944
BA381,0,0.408,-0.12205997557796408
BA381,1,0.458,-0.06290705872791182
BA381,2,0.369,-0.1891618855489426
BA381,3,0.443,-0.09529813133569581
BA381,4,0.412,-0.11800850598163115
BA381,5,0.491,-0.01971612842525303
BA381,6,0.423,-0.09175302896515741
BA381,7,0.46,-0.05501046829184802
BA381,8,0.908,0.7624325779178367
BA383,0,0.684,0.300078682695899
BA383,1,0.683,0.29188341232478693
BA383,2,0.652,0.24446511670990737
BA383,3,0.678,0.30181150894149045
BA383,4,0.637,0.22580408862560836
BA383,5,0.672,0.2580074946460795
BA383,6,0.659,0.273602016428322
BA383,7,0.64,0.248604680124291
BA383,8,0.663,0.2596659727647897
BA385,0,0.517,0.017392541855322997
BA385,1,0.291,-0.33968746949745726
BA385,2,0.184,-0.5464593159850798
BA385,3,0.182,-0.552294365560603
BA385,4,0.639,0.23042887435834816
BA385,5,0.769,0.42211617028841525
BA385,6,0.383,-0.17300255125495048
BA385,7,0.446,-0.08642061601542823
BA385,8,0.94,0.9647987119352159
BA389,0,0.69,0.3361949124477342
BA389,1,0.625,0.1906496076839169
BA389,2,0.587,0.13985341096369805
BA389,3,0.828,0.5802903598308358
BA389,4,0.612,0.18479373559396897
BA389,5,0.572,0.08928423468523056
BA389,6,0.559,0.1035426864291802
BA389,7,0.627,0.19503175681566134
BA389,8,0.656,0.26156359971681264
BA392,0,0.34,-0.21279175398283903
BA392,1,0.357,-0.20822465603244425
BA392,2,0.229,-0.43127748825832624
BA392,3,0.262,-0.36640931868372856
BA392,4,0.342,-0.27084417633449964
BA392,5,0.421,-0.10940460131382596
BA392,6,0.421,-0.12677429337076573
BA392,7,0.43,-0.08045958553389683
BA392,8,0.95,1.010897372049272
BA395,0,0.492,-0.016032392950790123
BA395,1,0.475,-0.013626956237807027
BA395,2,0.499,0.0010809466995990934
BA395,3,0.522,0.020032334452494492
BA395,4,0.457,-0.040025516927558284
BA395,5,0.49,-0.007374927164687352
BA395,6,0.519,0.01595527406690112
BA395,7,0.461,-0.026341801757634554
BA395,8,0.578,0.11872184025510274
BA396,0,0.695,0.31158467298493997
BA396,1,0.669,0.2748352391538914
BA396,2,0.672,0.27593636942158595
BA396,3,0.678,0.2897389486105884
BA396,4,0.668,0.23780930583002208
BA396,5,0.68,0.28993711639522063
BA396,6,0.655,0.2611221843477736
BA396,7,0.658,0.26753941681023324
BA396,8,0.669,0.2554499387792878
BA399,0,0.696,0.31638890377755646
BA399,1,0.667,0.29435360175997227
BA399,2,0.705,0.30070531307913995
BA399,3,0.655,0.28039321047314
BA399,4,0.649,0.2520760275145311
BA399,5,0.657,0.28162008521022924
BA399,6,0.66,0.2685959453435677
BA399,7,0.64,0.23070724859451328
BA399,8,0.663,0.2818513515537726
BA402,0,0.445,-0.09512148111385954
BA402,1,0.399,-0.12891453608386694
BA402,2,0.369,-0.19993755514951442
BA402,3,0.355,-0.2226498475728723
BA402,4,0.389,-0.14122647355504014
BA402,5,0.455,-0.07728982185616362
BA402,6,0.458,-0.04040437137339464
BA402,7,0.49,-0.0268917254337685
BA402,8,0.876,0.700226294031303
BA407,0,0.483,-0.010871775602548713
BA407,1,0.61,0.1898187950572775
BA407,2,0.843,0.6821075423185234
BA407,3,0.41,-0.13324681723624335
BA407,4,0.524,0.04273967925396983
BA407,5,0.844,0.6283372225850881
BA407,6,0.726,0.40292654183161736
BA407,7,0.639,0.2609781098449681
BA407,8,0.57,0.11548087559111762
BA416,0,0.677,0.27232595665137393
BA416,1,0.634,0.1920655874152025
BA416,2,0.743,0.3728964878436943
BA416,3,0.638,0.23246911138579202
BA416,4,0.75,0.4441231746549664
BA416,5,0.698,0.32778591688065994
BA416,6,0.558,0.10312076808871293
BA416,7,0.475,-0.027125815643436545
BA416,8,0.702,0.3195117750981311
BA419,0,0.473,-0.05112680949160524
BA419,1,0.512,0.02335644098879832
BA419,2,0.502,0.0036515046158566143
BA419,3,0.498,0.0012329906503728044
BA419,4,0.51,0.018641371275999803
BA419,5,0.5,0.0006350877778403483
BA419,6,0.501,-0.014652348649830439
BA419,7,0.488,0.002030335683382255
BA419,8,0.539,0.059252367872324144
BA423,0,0.669,0.2784263048076309
BA423,1,0.668,0.2844791354949996
BA423,2,0.634,0.232839125834849
BA423,3,0.681,0.2838952392167806
BA423,4,0.663,0.2549997670004358
BA423,5,0.683,0.2976697554469892
BA423,6,0.671,0.268521072096278
BA423,7,0.648,0.2671433264905691
BA423,8,0.659,0.2722260135526363
BA428,0,0.675,0.29195962002998505
BA428,1,0.725,0.3820505670722221
BA428,2,0.674,0.29075587771832395
BA428,3,0.67,0.27566323059815717
BA428,4,0.551,0.09804199584821427
BA428,5,0.63,0.24062959175127352
BA428,6,0.692,0.3018742768915692
BA428,7,0.693,0.3516844327423619
BA428,8,0.68,0.26926776668651736
BA431,0,0.689,0.29576532765605384
BA431,1,0.694,0.29534986800982516
BA431,2,0.658,0.2681906653705862
BA431,3,0.651,0.2464508981617369
BA431,4,0.634,0.2278867164139856
BA431,5,0.619,0.21721589542662587
BA431,6,0.658,0.2607960073367872
BA431,7,0.661,0.28529493892414576
BA431,8,0.645,0.24740866985358848
BA436,0,0.603,0.18177315277868447
BA436,1,0.684,0.2807580601583036
BA436,2,0.223,-0.4638000663858105
BA436,3,0.494,-0.002064167777307674
BA436,4,0.635,0.21864410651114094
BA436,5,0.605,0.17649944020040878
BA436,6,0.391,-0.17699212155258057
BA436,7,0.364,-0.19950902482601304
BA436,8,0.843,0.6068261287754256
BA441,0,0.644,0.24268234698983238
BA441,1,0.683,0.2968502341720229
BA441,2,0.649,0.2651890767400901
BA441,3,0.683,0.26791591915014223
BA441,4,0.705,0.31252877811648944
BA441,5,0.662,0.2570153404873094
BA441,6,0.658,0.2818743416571888
BA441,7,0.652,0.2526374719040934
BA441,8,0.65,0.2570734950135377
BA443,0,0.665,0.26011915682846726
BA443,1,0.677,0.2602610760389241
BA443,2,0.658,0.2664782195567762
BA443,3,0.666,0.30059565288656265
BA443,4,0.651,0.27450482038414836
BA443,5,0.686,0.325529857757385
BA443,6,0.667,0.26290982668252816
BA443,7,0.63,0.23389945835762344
BA443,8,0.654,0.2685307097997611
BA444,0,0.695,0.32326723272259394
BA444,1,0.625,0.2030207019802656
BA444,2,0.665,0.25932540133683896
BA444,3,0.689,0.29476727500649985
BA444,4,0.653,0.24117801085185375
BA444,5,0.636,0.2360449987362134
BA444,6,0.66,0.26534893768187606
BA444,7,0.668,0.2510557156743146
BA444,8,0.675,0.2655409950291434
BA447,0,0.671,0.28959192762539504
BA447,1,0.653,0.24673573202510518
BA447,2,0.682,0.28866355422750445
BA447,3,0.682,0.31871964205668246
BA447,4,0.684,0.29582075429702576
BA447,5,0.67,0.2674022531997253
BA447,6,0.679,0.30160396360740943
BA447,7,0.672,0.2833859769745131
BA447,8,0.629,0.23508998167934914
BA456,0,0.671,0.27846813785957936
BA456,1,0.654,0.255444125895661
BA456,2,0.637,0.22520809868609862
BA456,3,0.684,0.32694068484745464
BA456,4,0.653,0.25358811322736663
BA456,5,0.663,0.2806629581242227
BA456,6,0.669,0.2631529130493943
BA456,7,0.64,0.23765316284246008
BA456,8,0.673,0.272533712393001
BA457,0,0.567,0.11546376103733715
BA457,1,0.627,0.18449510283032566
BA457,2,0.811,0.5649788933056678
BA457,3,0.637,0.2256473651935632
BA457,4,0.599,0.165918142264841
BA457,5,0.621,0.1963445597531941
BA457,6,0.766,0.4819211992777488
BA457,7,0.649,0.24671036242331607
BA457,8,0.647,0.2727279034681807
BA461,0,0.678,0.28970154879815163
BA461,1,0.683,0.2781500658074006
BA461,2,0.66,0.25952139584559875
BA461,3,0.67,0.2718518750918114
BA461,4,0.654,0.258411519679652
BA461,5,0.669,0.2649519492580505
BA461,6,0.655,0.27131086822274864
BA461,7,0.687,0.27811361253583744
BA461,8,0.686,0.31398936294162144
BA466,0,0.587,0.1530814993612149
BA466,1,0.682,0.3062391548069572
BA466,2,0.723,0.4141341065979398
BA466,3,0.637,0.2510015936250013
BA466,4,0.68,0.30321973694759125
BA466,5,0.656,0.2924728151319929
BA466,6,0.573,0.10162381068364745
BA466,7,0.659,0.2635772454230017
BA466,8,0.707,0.34590025477885766
BA468,0,0.7,0.31651805501194546
BA468,1,0.669,0.2843291397040771
BA468,2,0.681,0.2982743055880944
BA468,3,0.665,0.27450086779988686
BA468,4,0.65,0.2670530797592031
BA468,5,0.667,0.27201233957858234
BA468,6,0.655,0.28092505572608506
BA468,7,0.662,0.2618265825484446
BA468,8,0.678,0.28722699641033134
BA471,0,0.622,0.2101276314234649
BA471,1,0.707,0.3220283291515827
BA471,2,0.681,0.288050443295511
BA471,3,0.638,0.212324321468963
BA471,4,0.656,0.266608589048271
BA471,5,0.675,0.2942370169570372
BA471,6,0.701,0.3493957545518945
BA471,7,0.668,0.29132032097716676
BA471,8,0.653,0.24630210965719826
BA474,0,0.353,-0.22631542112965333
BA474,1,0.361,-0.2262839711168017
BA474,2,0.82,0.5751200473176977
BA474,3,0.27,-0.3751875685190498
BA474,4,0.34,-0.2568214436671314
BA474,5,0.392,-0.1602717628305609
BA474,6,0.414,-0.13010026406556308
BA474,7,0.445,-0.0737992181905764
BA474,8,0.836,0.5849662795487454
BA475,0,0.692,0.2999655771275093
BA475,1,0.676,0.2676248463991449
BA475,2,0.669,0.2792717712321734
BA475,3,0.69,0.3193554885806638
BA475,4,0.65,0.2479262473823479
BA475,5,0.643,0.24571748670258003
BA475,6,0.659,0.25077957170506604
BA475,7,0.664,0.2868707060562217
BA475,8,0.681,0.2840636678994451
BA476,0,0.427,-0.08698132317844826
BA476,1,0.484,-0.057666449503716966
BA476,2,0.573,0.09029668914648885
BA476,3,0.417,-0.11995784299850216
BA476,4,0.414,-0.10573400844497376
BA476,5,0.454,-0.05925124174036284
BA476,6,0.468,-0.03130524661457824
BA476,7,0.485,-0.033211124024447376
BA476,8,0.753,0.4086708612975529
BA478,0,0.65,0.2478730903174395
BA478,1,0.67,0.2668110302731881
BA478,2,0.686,0.31534531778780245
BA478,3,0.679,0.32985416906376325
BA478,4,0.657,0.2601634272633104
BA478,5,0.651,0.2389241958703691
BA478,6,0.651,0.2545081647436271
BA478,7,0.672,0.2713545014187599
BA478,8,0.625,0.23004702251710735
BA481,0,0.614,0.178790730552252
BA481,1,0.675,0.2719101135200474
BA481,2,0.691,0.3245449091135263
BA481,3,0.703,0.3449598342019402
BA481,4,0.631,0.23971666254384136
BA481,5,0.651,0.25323465050545707
BA481,6,0.709,0.3649790346472728
BA481,7,0.655,0.24528898857372933
BA481,8,0.633,0.23301114460189332
BA487,0,0.345,-0.22178693853344839
BA487,1,0.36,-0.22204805916418374
BA487,2,0.307,-0.32308331188028033
BA487,3,0.323,-0.296952435920851
BA487,4,0.36,-0.22495519901034713
BA487,5,0.406,-0.11955375313417015
BA487,6,0.452,-0.08610316376633657
BA487,7,0.47,-0.040750515457207925
BA487,8,0.937,0.9185112539101272
BA489,0,0.472,-0.041780878104725146
BA489,1,0.471,-0.03385423329028493
BA489,2,0.467,-0.033338599892694186
BA489,3,0.459,-0.055096860808058395
BA489,4,0.506,0.003649052254115478
BA489,5,0.476,-0.024539867907363642
BA489,6,0.496,-0.0038399069503354225
BA489,7,0.481,-0.035813116351017825
BA489,8,0.622,0.17353634020123263
BA492,0,0.42,-0.10106349678365137
BA492,1,0.629,0.21762954339061996
BA492,2,0.282,-0.3302262351086593
BA492,3,0.444,-0.08612627323139456
BA492,4,0.315,-0.2626911472797429
BA492,5,0.664,0.2560175618967844
BA492,6,0.342,-0.26229784944004453
BA492,7,0.359,-0.21712676368263897
BA492,8,0.953,1.0555692009746345
BA495,0,0.719,0.36690465217940144
BA495,1,0.618,0.20139647666442675
BA495,2,0.686,0.27108877932491815
BA495,3,0.742,0.4061869587293971
BA495,4,0.676,0.2784166504958866
BA495,5,0.578,0.08980961068043529
BA495,6,0.689,0.3176734044068809
BA495,7,0.652,0.21181797593072954
BA495,8,0.674,0.2763159916510893
BA501,0,0.492,-0.0107413340588455
BA501,1,0.47,-0.041450355267131714
BA501,2,0.472,-0.04831399979082725
BA501,3,0.486,-0.03264761204014117
BA501,4,0.445,-0.06300782791641162
BA501,5,0.491,-0.03057463673562748
BA501,6,0.5,-0.0102676682890695
BA501,7,0.537,0.03374843879699297
BA501,8,0.639,0.2205252486530817
BA507,0,0.514,0.019634251821797878
BA507,1,0.677,0.31940481652231895
BA507,2,0.781,0.5167498644489871
BA507,3,0.645,0.249681122438048
BA507,4,0.534,0.06634735377071083
BA507,5,0.496,0.013816303063944092
BA507,6,0.664,0.28212253212283583
BA507,7,0.77,0.45484215352685387
BA507,8,0.705,0.36417007643286564
